Employee #,Month,Year,Date,Time-in,Time-out,Number of Hours Attended,Hourly Rate,Rice Subsidy,Phone Allowance,Clothing Allowance
6,September,2022,9/23/2022,8:00,17:00,9,133.93,0,0,0
7,September,2022,9/23/2022,8:00,17:00,9,142.86,0,0,0
8,September,2022,9/23/2022,8:00,17:00,9,142.86,0,0,0
9,September,2022,9/23/2022,8:00,17:00,9,133.93,0,0,0
10,September,2022,9/23/2022,8:00,17:00,9,133.93,0,0,0
11,September,2022,9/23/2022,10:30,17:00,6.5,229.02,0,0,0
12,September,2022,9/23/2022,8:00,17:00,9,249.11,0,0,0
13,September,2022,9/23/2022,8:00,17:00,9,377.98,0,0,0
14,September,2022,9/23/2022,8:00,17:00,9,138.39,0,0,0
15,September,2022,9/23/2022,8:00,17:00,9,138.39,0,0,0
16,September,2022,9/23/2022,8:00,17:00,9,142.86,0,0,0
17,September,2022,9/23/2022,8:00,17:00,9,133.93,0,0,0
18,September,2022,9/23/2022,8:00,17:00,9,133.93,0,0,0
19,September,2022,9/23/2022,8:00,17:00,9,142.86,0,0,0
20,September,2022,9/23/2022,8:00,17:00,9,147.32,0,0,0
21,September,2022,9/23/2022,13:00,17:00,4,147.32,0,0,0
22,September,2022,9/23/2022,8:00,17:00,9,142.86,0,0,0
23,September,2022,9/23/2022,8:00,17:00,9,133.93,0,0,0
24,September,2022,9/23/2022,8:00,17:00,9,133.93,0,0,0
25,September,2022,9/23/2022,8:00,17:00,9,133.93,0,0,0
1,September,2022,9/26/2022,8:00,17:00,9,373.04,0,0,0
2,September,2022,9/26/2022,8:00,17:00,9,255.8,0,0,0
3,September,2022,9/26/2022,11:30,17:00,5.5,255.8,0,0,0
4,September,2022,9/26/2022,8:00,17:00,9,362.05,0,0,0
5,September,2022,9/26/2022,8:00,17:00,9,133.93,0,0,0
6,September,2022,9/26/2022,8:00,17:00,9,133.93,0,0,0
7,September,2022,9/26/2022,8:00,17:00,9,142.86,0,0,0
8,September,2022,9/26/2022,8:10,17:00,8.83,142.86,0,0,0
9,September,2022,9/26/2022,8:00,17:00,9,133.93,0,0,0
10,September,2022,9/26/2022,8:00,17:00,9,133.93,0,0,0
11,September,2022,9/26/2022,8:00,17:00,9,229.02,0,0,0
12,September,2022,9/26/2022,8:00,17:00,9,249.11,0,0,0
13,September,2022,9/26/2022,8:00,17:00,9,377.98,0,0,0
14,September,2022,9/26/2022,8:00,17:00,9,138.39,0,0,0
15,September,2022,9/26/2022,8:00,17:00,9,138.39,0,0,0
16,September,2022,9/26/2022,8:00,17:00,9,142.86,0,0,0
17,September,2022,9/26/2022,8:05,17:00,8.92,133.93,0,0,0
18,September,2022,9/26/2022,8:00,17:00,9,133.93,0,0,0
19,September,2022,9/26/2022,8:00,17:00,9,142.86,0,0,0
20,September,2022,9/26/2022,8:00,17:00,9,147.32,0,0,0
21,September,2022,9/26/2022,8:00,17:00,9,147.32,0,0,0
22,September,2022,9/26/2022,8:00,17:00,9,142.86,0,0,0
23,September,2022,9/26/2022,9:00,17:00,8,133.93,0,0,0
24,September,2022,9/26/2022,8:00,17:00,9,133.93,0,0,0
25,September,2022,9/26/2022,8:00,17:00,9,133.93,0,0,0
1,September,2022,9/27/2022,8:00,17:00,9,373.04,0,0,0
2,September,2022,9/27/2022,8:00,17:00,9,255.8,0,0,0
3,September,2022,9/27/2022,8:00,17:00,9,255.8,0,0,0
4,September,2022,9/27/2022,8:00,17:00,9,362.05,0,0,0
5,September,2022,9/27/2022,8:00,17:00,9,133.93,0,0,0
6,September,2022,9/27/2022,8:00,17:00,9,133.93,0,0,0
7,September,2022,9/27/2022,8:00,17:00,9,142.86,0,0,0
8,September,2022,9/27/2022,8:00,17:00,9,142.86,0,0,0
9,September,2022,9/27/2022,8:00,17:00,9,133.93,0,0,0
10,September,2022,9/27/2022,8:00,17:00,9,133.93,0,0,0
11,September,2022,9/27/2022,8:00,17:00,9,229.02,0,0,0
12,September,2022,9/27/2022,8:00,17:00,9,249.11,0,0,0
13,September,2022,9/27/2022,8:00,17:00,9,377.98,0,0,0
14,September,2022,9/27/2022,8:00,17:00,9,138.39,0,0,0
15,September,2022,9/27/2022,8:00,17:00,9,138.39,0,0,0
16,September,2022,9/27/2022,8:00,17:00,9,142.86,0,0,0
17,September,2022,9/27/2022,0:00,0:00,0,133.93,0,0,0
18,September,2022,9/27/2022,8:00,17:00,9,133.93,0,0,0
19,September,2022,9/27/2022,8:00,17:00,9,142.86,0,0,0
20,September,2022,9/27/2022,8:00,17:00,9,147.32,0,0,0
21,September,2022,9/27/2022,8:00,17:00,9,147.32,0,0,0
22,September,2022,9/27/2022,8:00,17:00,9,142.86,0,0,0
23,September,2022,9/27/2022,8:00,17:00,9,133.93,0,0,0
24,September,2022,9/27/2022,8:00,17:00,9,133.93,0,0,0
25,September,2022,9/27/2022,8:00,17:00,9,133.93,0,0,0
1,September,2022,9/28/2022,8:00,17:00,9,373.04,0,0,0
2,September,2022,9/28/2022,8:00,17:00,9,255.8,0,0,0
3,September,2022,9/28/2022,8:00,17:00,9,255.8,0,0,0
4,September,2022,9/28/2022,8:00,17:00,9,362.05,0,0,0
5,September,2022,9/28/2022,8:00,17:00,9,133.93,0,0,0
6,September,2022,9/28/2022,8:00,17:00,9,133.93,0,0,0
7,September,2022,9/28/2022,8:00,17:00,9,142.86,0,0,0
8,September,2022,9/28/2022,8:00,17:00,9,142.86,0,0,0
9,September,2022,9/28/2022,8:00,17:00,9,133.93,0,0,0
10,September,2022,9/28/2022,8:00,17:00,9,133.93,0,0,0
11,September,2022,9/28/2022,8:00,17:00,9,229.02,0,0,0
12,September,2022,9/28/2022,8:00,17:00,9,249.11,0,0,0
13,September,2022,9/28/2022,10:00,17:00,7,377.98,0,0,0
14,September,2022,9/28/2022,10:00,17:00,7,138.39,0,0,0
15,September,2022,9/28/2022,10:00,17:00,7,138.39,0,0,0
16,September,2022,9/28/2022,10:00,17:00,7,142.86,0,0,0
17,September,2022,9/28/2022,10:00,17:00,7,133.93,0,0,0
18,September,2022,9/28/2022,10:00,17:00,7,133.93,0,0,0
19,September,2022,9/28/2022,10:00,17:00,7,142.86,0,0,0
20,September,2022,9/28/2022,10:00,17:00,7,147.32,0,0,0
21,September,2022,9/28/2022,10:00,17:00,7,147.32,0,0,0
22,September,2022,9/28/2022,10:00,17:00,7,142.86,0,0,0
23,September,2022,9/28/2022,10:00,17:00,7,133.93,0,0,0
24,September,2022,9/28/2022,10:00,17:00,7,133.93,0,0,0
25,September,2022,9/28/2022,10:00,17:00,7,133.93,0,0,0
1,September,2022,9/29/2022,8:00,17:00,9,373.04,0,0,0
2,September,2022,9/29/2022,8:00,17:00,9,255.8,0,0,0
3,September,2022,9/29/2022,8:00,17:00,9,255.8,0,0,0
4,September,2022,9/29/2022,8:00,17:00,9,362.05,0,0,0
5,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
6,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
7,September,2022,9/29/2022,8:00,17:00,9,142.86,0,0,0
8,September,2022,9/29/2022,8:00,17:00,9,142.86,0,0,0
9,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
10,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
11,September,2022,9/29/2022,8:00,17:00,9,229.02,0,0,0
12,September,2022,9/29/2022,8:00,17:00,9,249.11,0,0,0
13,September,2022,9/29/2022,8:00,17:00,9,377.98,0,0,0
14,September,2022,9/29/2022,8:00,17:00,9,138.39,0,0,0
15,September,2022,9/29/2022,8:00,17:00,9,138.39,0,0,0
16,September,2022,9/29/2022,8:00,17:00,9,142.86,0,0,0
17,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
18,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
19,September,2022,9/29/2022,8:00,17:00,9,142.86,0,0,0
20,September,2022,9/29/2022,8:00,17:00,9,147.32,0,0,0
21,September,2022,9/29/2022,8:00,17:00,9,147.32,0,0,0
22,September,2022,9/29/2022,8:00,17:00,9,142.86,0,0,0
23,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
24,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
25,September,2022,9/29/2022,8:00,17:00,9,133.93,0,0,0
1,September,2022,9/30/2022,8:00,17:00,9,373.04,0,0,0
2,September,2022,9/30/2022,8:00,17:00,9,255.8,0,0,0
3,September,2022,9/30/2022,8:00,17:00,9,255.8,0,0,0
4,September,2022,9/30/2022,8:00,17:00,9,362.05,0,0,0
5,September,2022,9/30/2022,8:00,17:00,9,133.93,0,0,0
6,September,2022,9/30/2022,8:00,17:00,9,133.93,0,0,0
7,September,2022,9/30/2022,8:27,17:00,8.55,142.86,0,0,0
8,September,2022,9/30/2022,8:01,17:00,8.98,142.86,0,0,0
9,September,2022,9/30/2022,8:05,17:00,8.92,133.93,0,0,0
10,September,2022,9/30/2022,8:00,17:00,9,133.93,0,0,0
11,September,2022,9/30/2022,8:00,17:00,9,229.02,0,0,0
12,September,2022,9/30/2022,8:00,17:00,9,249.11,0,0,0
13,September,2022,9/30/2022,8:00,17:00,9,377.98,0,0,0
14,September,2022,9/30/2022,8:00,17:00,9,138.39,0,0,0
15,September,2022,9/30/2022,8:00,17:00,9,138.39,0,0,0
16,September,2022,9/30/2022,8:28,17:00,8.53,142.86,0,0,0
17,September,2022,9/30/2022,8:00,17:00,9,133.93,0,0,0
18,September,2022,9/30/2022,8:00,17:00,9,133.93,0,0,0
19,September,2022,9/30/2022,8:00,17:00,9,142.86,0,0,0
20,September,2022,9/30/2022,8:00,17:00,9,147.32,0,0,0
21,September,2022,9/30/2022,8:11,17:00,8.82,147.32,0,0,0
22,September,2022,9/30/2022,8:00,17:00,9,142.86,0,0,0
23,September,2022,9/30/2022,8:00,17:00,9,133.93,0,0,0
24,September,2022,9/30/2022,8:21,17:00,8.65,133.93,0,0,0
25,September,2022,9/30/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/3/2022,8:00,17:00,9,373.04,1500,1000,1000
2,October,2022,10/3/2022,8:00,17:00,9,255.8,1500,800,800
3,October,2022,10/3/2022,8:00,17:00,9,255.8,1500,800,800
4,October,2022,10/3/2022,8:00,17:00,9,362.05,1500,1000,1000
5,October,2022,10/3/2022,8:00,17:00,9,133.93,1500,500,500
6,October,2022,10/3/2022,8:00,17:00,9,133.93,1500,500,500
7,October,2022,10/3/2022,8:00,17:00,9,142.86,1500,500,500
8,October,2022,10/3/2022,8:00,17:00,9,142.86,1500,500,500
9,October,2022,10/3/2022,8:00,17:00,9,133.93,1500,500,500
10,October,2022,10/3/2022,8:00,17:00,9,133.93,1500,500,500
11,October,2022,10/3/2022,8:00,17:00,9,229.02,1500,800,800
12,October,2022,10/3/2022,8:00,17:00,9,249.11,1500,800,800
13,October,2022,10/3/2022,8:00,17:00,9,377.98,1500,1000,1000
14,October,2022,10/3/2022,8:00,17:00,9,138.39,1500,500,500
15,October,2022,10/3/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/3/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/3/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/3/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/3/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/3/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/3/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/3/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/3/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/3/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/3/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/4/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/4/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/4/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/4/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/4/2022,8:15,17:00,8.75,133.93,0,0,0
6,October,2022,10/4/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/4/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/4/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/4/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/4/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/4/2022,10:30,17:00,6.5,229.02,0,0,0
12,October,2022,10/4/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/4/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/4/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/4/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/4/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/4/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/4/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/4/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/4/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/4/2022,13:00,17:00,4,147.32,0,0,0
22,October,2022,10/4/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/4/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/4/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/4/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/5/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/5/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/5/2022,11:30,17:00,5.5,255.8,0,0,0
4,October,2022,10/5/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/5/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/5/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/5/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/5/2022,8:10,17:00,8.83,142.86,0,0,0
9,October,2022,10/5/2022,0:00,0:00,0,133.93,0,0,0
10,October,2022,10/5/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/5/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/5/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/5/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/5/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/5/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/5/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/5/2022,8:05,17:00,8.92,133.93,0,0,0
18,October,2022,10/5/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/5/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/5/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/5/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/5/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/5/2022,9:00,17:00,8,133.93,0,0,0
24,October,2022,10/5/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/5/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/6/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/6/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/6/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/6/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/6/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/6/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/6/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/6/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/6/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/6/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/6/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/6/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/6/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/6/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/6/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/6/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/6/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/7/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/7/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/7/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/7/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/7/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/7/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/7/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/7/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/7/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/7/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/7/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/7/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/7/2022,10:00,17:00,7,377.98,0,0,0
14,October,2022,10/7/2022,0:00,0:00,0,138.39,0,0,0
15,October,2022,10/7/2022,10:00,17:00,7,138.39,0,0,0
16,October,2022,10/7/2022,10:00,17:00,7,142.86,0,0,0
17,October,2022,10/7/2022,10:00,17:00,7,133.93,0,0,0
18,October,2022,10/7/2022,10:00,17:00,7,133.93,0,0,0
19,October,2022,10/7/2022,10:00,17:00,7,142.86,0,0,0
20,October,2022,10/7/2022,10:00,17:00,7,147.32,0,0,0
21,October,2022,10/7/2022,10:00,17:00,7,147.32,0,0,0
22,October,2022,10/7/2022,10:00,17:00,7,142.86,0,0,0
23,October,2022,10/7/2022,10:00,17:00,7,133.93,0,0,0
24,October,2022,10/7/2022,10:00,17:00,7,133.93,0,0,0
25,October,2022,10/7/2022,10:00,17:00,7,133.93,0,0,0
1,October,2022,10/10/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/10/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/10/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/10/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/10/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/10/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/10/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/10/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/10/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/10/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/10/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/10/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/10/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/10/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/10/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/10/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/10/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/11/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/11/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/11/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/11/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/11/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/11/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/11/2022,8:27,17:00,8.55,142.86,0,0,0
8,October,2022,10/11/2022,8:01,17:00,8.98,142.86,0,0,0
9,October,2022,10/11/2022,8:05,17:00,8.92,133.93,0,0,0
10,October,2022,10/11/2022,0:00,0:00,0,133.93,0,0,0
11,October,2022,10/11/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/11/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/11/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/11/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/11/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/11/2022,8:28,17:00,8.53,142.86,0,0,0
17,October,2022,10/11/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/11/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/11/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/11/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/11/2022,8:11,17:00,8.82,147.32,0,0,0
22,October,2022,10/11/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/11/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/11/2022,8:21,17:00,8.65,133.93,0,0,0
25,October,2022,10/11/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/12/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/12/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/12/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/12/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/12/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/12/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/12/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/12/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/12/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/12/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/12/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/12/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/12/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/12/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/12/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/12/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/12/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/13/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/13/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/13/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/13/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/13/2022,8:15,17:00,8.75,133.93,0,0,0
6,October,2022,10/13/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/13/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/13/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/13/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/13/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/13/2022,10:30,17:00,6.5,229.02,0,0,0
12,October,2022,10/13/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/13/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/13/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/13/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/13/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/13/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/13/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/13/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/13/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/13/2022,13:00,17:00,4,147.32,0,0,0
22,October,2022,10/13/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/13/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/13/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/13/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/14/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/14/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/14/2022,11:30,17:00,5.5,255.8,0,0,0
4,October,2022,10/14/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/14/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/14/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/14/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/14/2022,8:10,17:00,8.83,142.86,0,0,0
9,October,2022,10/14/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/14/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/14/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/14/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/14/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/14/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/14/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/14/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/14/2022,8:05,17:00,8.92,133.93,0,0,0
18,October,2022,10/14/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/14/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/14/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/14/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/14/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/14/2022,9:00,17:00,8,133.93,0,0,0
24,October,2022,10/14/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/14/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/17/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/17/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/17/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/17/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/17/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/17/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/17/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/17/2022,8:00,17:00,9,249.11,0,0,0
